exp,,min,,old,,koch,
X,Y,X,Y,X,Y,X,Y
,,0.0790405084494201,794.9777188620012,0.11305499014057631,33.12169337173873,0.14258637891756015,-714.9643184108913
,,0.07950459046286285,782.5436020066019,0.11362826792188792,22.05754685103841,0.14319302207238727,-724.5265274584535
,,0.07994137353433836,771.031632573493,0.11420154570319956,10.973929768928883,0.1437935987956661,-731.8279879868526
,,0.08037815660581388,759.7204533049149,0.1148021224264784,-0.5623778659413574,0.14439417551894496,-739.032095708206
,,0.08084223861925663,747.5019999595675,0.11537540020779001,-11.514568658539815,0.1447490617645188,-742.3907675512696
,,0.08130632063269937,734.8224729030746,0.11594867798910162,-22.369406644092805,0.14696027606386364,-771.8886680860012
,,0.08174310370417488,722.7750630312165,0.11654925471238047,-34.003067086008286,0.14731516230943748,-776.3912354118472
,,0.08217988677565041,710.995373378733,0.11714983143565931,-45.58805112440132,0.009233668341708544,-633.8809034907595
,,0.08258937090515871,699.6268254917176,0.11772310921697095,-56.8128297767264,0.010270100502512564,-582.1355236139632
,,0.08294425715073257,687.949124494234,0.1202619108199224,-106.57958473829353,0.02336683417085427,-195.89322381930174
,,0.08329914339630642,676.2969206605002,0.12083518860123403,-117.79949575026649,0.02817211055276382,-149.69199178644772
,,0.08368132858384751,664.0582820605173,0.12138116744057843,-128.02640813037715,0.030621859296482416,-127.51540041067778
,,0.08406351377138858,652.049117934284,0.12550330767762863,-218.97340047211378,0.04824120603015075,194.0451745379877
,,0.08444569895892967,639.8104793343011,0.1260765854589403,-229.65300340498538,0.050125628140703524,232.85420944558507
,,0.08482788414647076,627.4188577518185,0.12659526535631743,-240.74256982530324,0.05201005025125628,269.8151950718685
,,0.08521006933401183,614.5682872218363,0.12711394525369463,-252.2485899202038,0.059453517587939694,417.65913757700196
,,0.08559225452155292,601.7177166918543,0.12763262515107182,-264.48042927652,0.0614321608040201,460.16427104722777
,,0.08597443970909399,588.8671461618721,0.12809670716451454,-276.6245158942636,0.06303391959798996,497.12525667351116
,,0.08635662489663508,576.3990330881396,0.12856078917795732,-288.69423578440274,0.10807160804020101,51.74537987679673
,,0.08673881008417615,563.6249540494074,0.12905217013336728,-300.8903791114692,0.11231155778894474,-29.568788501026802
,,0.08712099527171724,551.6157899231741,0.12954355108877724,-313.20550920270193,0.1233354271356784,-162.62833675564684
,,0.08753047940122553,539.1859225950666,0.1300349320441872,-325.87759958643437,0.13944723618090454,-563.6550308008214
,,0.08796726247270106,527.1831327597708,0.13049901405762993,-338.33402646011496,0.1403894472361809,-609.8562628336754
,,0.0884313444861438,515.1208495423919,0.13093579712910547,-350.11371611259847,,
,,0.08889542649958654,503.1106230343357,0.13137258020058096,-361.82647571023836,,
,,0.08935950851302929,491.51897496450806,0.13183666221402374,-373.8292655455339,,
,,0.08985088946843925,478.35393941494317,0.1323280431694337,-386.0849022546836,,
,,0.09034227042384921,465.80083579537734,0.13279212518287642,-397.8348452161256,,
,,0.09080635243729195,454.1847529436227,0.1332289082543519,-410.1499753073583,,
,,0.09127043445073468,442.6579101649929,0.13361109344189304,-421.7511848135921,,
,,0.09176181540614466,430.3427800737601,0.13380218603566357,-428.62267044420764,,
,,0.0922258974195874,418.3102435474227,0.13664127600025444,-503.3548573953533,,
,,0.09266268049106291,407.1998544433758,0.13705076012976275,-515.6317417409612,,
,,0.09315406144647287,395.7949730980167,0.13748754320123824,-527.5452915031319,,
,,0.09370004028581727,383.3192108751591,0.13795162521468102,-539.8752949398856,,
,,0.09421872018319445,371.74179872175864,0.13825191357632044,-546.9550074077924,,
,,0.09471010113860441,361.15197671094006,0.14190997179992793,-640.7641722766614,,
,,0.0952287810359816,349.3187430145816,0.14248324958123953,-653.6536839294617,,
,,0.09574746093335879,337.5331040238897,0.14308382630451838,-656.1361805091174,,
,,0.09623884188876874,325.87240113557266,0.14368440302779723,-654.0430951576429,,
,,0.0967302228441787,314.5091651576719,0.14428497975107607,-653.7510367365071,,
,,0.09724890274155588,302.7889688872715,0.14488555647435492,-651.9013334026458,,
,,0.09776758263893308,291.4257329093707,0.14548613319763376,-651.5119221744646,,
,,0.09825896359434304,279.49730980167897,0.1460867099209126,-650.2950120863982,,
,,0.0987776434917202,267.7023218509455,0.14668728664419145,-649.5161896300356,,
,,0.0992963233890974,255.7891970415037,0.1472878633674703,-648.6400143666278,,
,,0.09978770434450736,243.3947424408267,0.1476154506710769,-647.6178098926518,,
,,0.10027908529991732,231.6348839157041,0.028266331658291455,-155.2361396303902,,
,,0.10081414456247483,220.6524055831361,0.030621859296482416,-116.42710472279259,,
,,0.1013300945656553,210.69321342240005,0.05219849246231156,284.5995893223818,,
,,0.1033911646841804,158.80416726724513,0.05511934673366835,343.7371663244352,,
,,0.10396444246549201,146.1190965092402,0.05935929648241206,425.0513347022586,,
,,0.10696732608188624,77.90398461258542,0.0626570351758794,484.188911704312,,
,,0.10754060386319785,65.24811969669395,0.08856783919597991,515.6057494866528,,
,,0.11076187901532981,2.2316476962593015,0.14010678391959802,-591.3757700205338,,
,,0.11128055891270701,-6.82946481948386,0.12427763819095476,-190.34907597535926,,
,,0.11581218327926553,-80.18480492813137,,,,
,,0.11916995314123359,-125.32000009451735,,,,
,,0.11977052986451243,-132.5727842193935,,,,
,,0.12029310961074206,-138.64342711586232,,,,
,,0.12133566920396639,-153.76324521959123,,,,
,,0.12200904310582449,-160.9998038766264,,,,
,,0.12260961982910333,-167.32773633457236,,,,
,,0.12321019655238218,-175.3593429158111,,,,
,,0.12381077327566102,-183.8777135322764,,,,
,,0.12441134999893984,-192.2500549381739,,,,
,,0.12501192672221867,-200.86577836168453,,,,
,,0.12561250344549751,-209.092090557014,,,,
,,0.12621308016877636,-217.9998724016607,,,,
,,0.1268136568920552,-226.37221380755818,,,,
,,0.12741423361533405,-235.08529003811395,,,,
,,0.12793291351271124,-245.7697606113377,,,,
,,0.12839699552615397,-257.2817300444467,,,,
,,0.12888837648156393,-269.4183799894297,,,,
,,0.1293524584950067,-280.439529020352,,,,
,,0.12981654050844943,-291.96637179898175,,,,
,,0.1303079214638594,-304.3409952722975,,,,
,,0.13079930241926935,-316.23967168894796,,,,
,,0.13126338443271207,-327.959867959348,,,,
,,0.13172746644615485,-339.858544375998,,,,
,,0.1322188474015648,-351.63823402848175,,,,
,,0.1326556304730403,-363.98736033804767,,,,
,,0.13298321777664696,-376.25659553453056,,,,
,,0.13325620719631914,-387.2866685727654,,,,
,,0.13355649555795857,-399.70888675174797,,,,
,,0.13387043339058158,-413.29568788501024,,,,
,,0.13423896910713906,-427.44470147895936,,,,
,,0.13451195852681125,-438.47477451719396,,,,
,,0.13481224688845067,-450.75420857917675,,,,
,,0.13514893383937976,-465.88040097384305,,,,
,,0.13549472043763122,-478.73989551113755,,,,
,,0.13579500879927064,-490.733761339121,,,,
,,0.13609529716091007,-501.76383437735535,,,,
,,0.13639558552254943,-513.2222597665896,,,,
,,0.13669587388418886,-525.2161255945728,,,,
,,0.13699616224582828,-537.6740398028053,,,,
,,0.1372964506074677,-549.6322096015388,,,,
,,0.13756944002713994,-561.0906349907727,,,,
,,0.13786972838877937,-573.4593091258805,,,,
,,0.1381700167504188,-585.3996309099889,,,,
,,0.13844300617009098,-596.6438801237232,,,,
,,0.13871599558976316,-607.9952174252071,,,,
,,0.13901628395140259,-619.9533872239406,,,,
,,0.139316572313042,-631.1262443791748,,,,
,,0.13960516112812404,-643.1048119089082,,,,
,,0.13991714903632085,-654.1501832453928,,,,
,,0.14021743739796028,-666.1797451026259,,,,
,,0.14054502470156693,-679.6549961444823,,,,
,,0.14084531306320636,-691.9522782210902,,,,
,,0.14111830248287854,-703.0894393470744,,,,
,,0.14139129190255073,-713.7982481220595,,,,
,,0.14169158026419015,-726.2383143156671,,,,
,,0.14199186862582958,-738.4285083045252,,,,
,,0.14226485804550176,-749.4585813427595,,,,
,,0.1427016411169773,-760.060302029995,,,,
,,0.14330221784025615,-760.4983896616989,,,,
,,0.143902794563535,-758.9894211524963,,,,
,,0.14450337128681384,-758.6486863278378,,,,
,,0.1451039480100927,-756.8476593974995,,,,
,,0.14570452473337148,-756.7016301869314,,,,
,,0.14630510145665032,-755.0953088706835,,,,
,,0.14690567817992917,-754.5598684319343,,,,
,,0.14742435807730636,-753.3672965456292,,,,
