sim 6 d_p,,sim 1 d_p,,sim divided,,theoretical,
X,Y,X,Y,X,Y,X,Y
0.05103206553133688,0.20503657266276337,0.06736556350129777,0.2220084979185825,0.07386095320326108,0.17512320813149693,,
0.05211459791608128,0.20714510413957438,0.06938872479197694,0.22405745282803793,0.07349973687695713,0.1780080594392596,,
0.0532013211978227,0.20930401946480526,0.07165011016940595,0.22618845891769532,0.0743413852796457,0.172198988975541,,
0.05439041054552368,0.21128877327052098,0.07415030345075169,0.22794894111983305,0.07459974356208687,0.1698696804579077,,
0.055579476412461054,0.21329172936415236,0.07676955060721713,0.2297955409434992,0.07477296450930151,0.1675554901976155,,
0.056887683673727846,0.21531295818799012,0.0793887443983109,0.23168350960333733,0.07525067606985902,0.1643408205831707,,
0.05831486405051847,0.21748290947209659,0.08200851453541938,0.23312469483251796,0.07616151623469852,0.16109549400528622,,
0.059742161831126905,0.2195618493166247,0.08462861553783266,0.23430939327743228,0.07622522737317189,0.1590792766988783,,
0.06116963571746212,0.22150427200178524,0.0872483856749412,0.2357505785066129,0.0781669143277407,0.16270268255151266,,
0.06271621298165234,0.22349443778806322,0.0898685186965775,0.236910455649824,0.07869130015725598,0.16529552037478998,,
0.06438192157698758,0.22551067728508287,0.09248912133348514,0.23770628703472155,0.07935218511626685,0.16764758342951527,,
0.06616676779295808,0.22754811488000962,0.09510939310508801,0.23875860520388542,0.08003400778828887,0.1702645673605653,,
0.06807073485758983,0.22961975220706898,0.09772978228050869,0.23971991193347097,0.08058824395778569,0.17281159203377047,,
0.07009390430131188,0.2316623868776648,0.1003508331865389,0.24016824509452378,0.08106195159073787,0.1751001614266183,,
0.07223628916899291,0.23366590650962177,0.1029714891888183,0.24092270764324936,0.08184159512377215,0.17776725951274663,,
0.07449796283801907,0.23557342895320332,0.10559201711420549,0.24177645539878767,0.08241690905226282,0.18047064141649374,,
0.0769978583405905,0.23756474926118076,0.10821330282787137,0.24204276568068372,0.0839206538396658,0.18267287120311396,,
0.0796170948239816,0.23941962285208132,0.11083432171467858,0.24251592014343976,0.08436052925636517,0.18347517015087403,,
0.0822365020765623,0.2411421161672315,0.11345506310155273,0.2432041925542901,0.08549324129074629,0.1798960537144762,,
0.08485615480985298,0.24267431283599053,0.11607634881521861,0.24347050283618615,0.08600043882862138,0.17675140028093944,,
0.08747596763925886,0.24408240299623357,0.11869768789425625,0.2436954442819102,0.08637528149859255,0.17356748309726122,,
0.09009595123785435,0.24535811288072623,0.12131855735802258,0.2442844314859478,0.0866967086926703,0.17073493988649255,,
0.0927161162787137,0.24649316872223412,0.12394002451395236,0.2444100877248591,0.08768506219679478,0.16726308502303022,,
0.0953364200695396,0.24752066558969482,0.12656151301603089,0.24451919642930156,0.08813414624967825,0.16495352506610098,,
0.09795680924496031,0.24848197231928035,0.12918243584516895,0.24506681479716716,0.0875805637678671,0.1629994840991284,,
0.10057729447805011,0.24936881514375628,0.13180392434724744,0.2451759235016096,0.08982693639891856,0.16837049103393165,,
0.10319797182647816,0.25010673015801305,0.13442561563773855,0.24512783062859855,0.09054894319585996,0.17132879187781785,,
0.10581872388642669,0.250786728801629,0.1370466451976201,0.24559271132412014,0.09123076586788198,0.1739457758088679,,
0.10843951863867257,0.2514336323763074,0.1396680696612525,0.245751462631969,0.09178501251986251,0.1764846744606821,,
0.11106036675629019,0.2520391671148138,0.14228987835556145,0.24561235831937955,0.0922587369247887,0.17876024221930448,,
0.1136813642969487,0.2525288691120386,0.14491101464618647,0.24599450134255718,0.09303840897017873,0.1814052375272495,,
0.11630239385683025,0.2529937498075602,0.14753244978289323,0.24614497888317163,0.0937234837279545,0.18406722351571023,,
0.11892342341671178,0.2534586305030818,0.1501542157849048,0.24603896963951977,0.09499340470112211,0.18655484424387656,,
0.12154464509193161,0.25377458338838427,0.15277558688316545,0.24623908978354062,0.0958900537821076,0.18785053806437574,,
0.12416580272870531,0.25414017887709306,0.15539701134679784,0.24639784109138949,0.09690791553170086,0.18400590350165993,,
0.1267870244039251,0.2544561317623955,0.15801886273340418,0.24622564170986241,0.09717955861519478,0.18127571880946253,,
0.1294082887714423,0.2547389895787604,0.1606402231585905,0.24643403562111768,0.0974508592708867,0.1788109841493687,,
0.1320296385235543,0.25495565725725006,0.16326149819918204,0.2467086196702481,0.0976918306069737,0.17676336764343648,,
0.13465089221799711,0.2552467888408493,0.1658834669896062,0.24644540884914268,0.09788206113112807,0.17446002214151657,,
0.13727231668162954,0.25540554014869815,0.16850487010708992,0.24662070769146033,0.09820484615626549,0.17167461069341397,,
0.1398937518183363,0.25555601768931263,0.1711261985130532,0.2468539229044188,0.0991777128926771,0.16806885474373243,,
0.14251506955122523,0.25579750666950546,0.1737481139381056,0.24663208091948535,0.09899715560451286,0.1656228137065319,,
0.145136504687932,0.25594798421011994,0.17636967715170454,0.246683273253287,0.09925660825825589,0.16464459335602744,,
0.14775800386308485,0.256048819147328,0.17899105892303957,0.24687511963007347,0.10127550779034797,0.1699972635221782,,
0.1503795243843864,0.25613310655006727,0.18161291030964588,0.2467029202485464,0.10068271243338311,0.16764881616960245,,
0.1530009488480188,0.2562918578579162,0.18423450554246784,0.2467292912806449,0.10202633390405355,0.1730091770685129,,
0.15562240533087426,0.25642578786406184,0.1868558446215055,0.24695423272636896,0.1027374749183603,0.17599275246399299,,
0.1582438618137297,0.2565597178702075,0.18947768533503745,0.24679030711207628,0.10340918129474638,0.1787538319708512,,
0.160865435700403,0.25660263643677483,0.19209933393323114,0.2467753093080028,0.1041204723250426,0.18162111497131447,,
0.16348706295244803,0.2566041861671701,0.19472065166612013,0.24701679828819564,0.10487151107010709,0.1844681966881905,,
0.1661085301083778,0.2567298424060814,0.19734247103350344,0.24686942020837177,0.10603052037378399,0.18737665356333433,,
0.16873008264890238,0.25678930850711745,0.19996421568936623,0.24677995849918866,0.10710900908544982,0.18853625583383068,,
0.17135168855479874,0.2568074057719816,0.2025854907299578,0.24705454254831913,0.1081547871048111,0.18476339684773113,,
0.17397321974917462,0.25688341940748644,0.205207278078118,0.24693198577019845,0.10840962513627017,0.18223039382430203,,
0.1765947829627736,0.2569346117412881,0.20782903340705522,0.24683425029378098,0.10880420539133692,0.17987516254369282,,
0.1792163461763725,0.2569858040750898,0.21045034046686983,0.24708401304120822,0.1090360879947268,0.17695513034332006,,
0.18183786669767404,0.2570700914778291,0.21307205310350963,0.2470193726337283,0.10922050255737242,0.17388165068217024,,
0.184459461930496,0.25709646250992757,0.21569390449011594,0.24684717325220126,0.10949624638850325,0.17127173362235462,,
0.18708100379794623,0.2571642023781981,0.2183152115499305,0.2470969359996285,0.11034978362925127,0.1682955682794344,,
0.1897026310499913,0.2571657521085934,0.2209369028404216,0.2470488431266174,0.1122238077576157,0.1712657616814879,,
0.1923242583020363,0.25716730183898867,0.22355872220780487,0.24690146504679356,0.11296595269759177,0.1736758384351272,,
0.19494588555408132,0.25716885156938396,0.22618012532528864,0.2470767638891112,0.11347374098166133,0.17593842468589288,,
0.19756751280612633,0.25717040129977925,0.22880173123118497,0.2470948611539753,0.11394749893053546,0.17818798917606427,,
0.20018914005817134,0.25717195103017454,0.23142360396393996,0.24690611423797942,0.11460825809974154,0.18063756448748072,,
0.20281070327177025,0.2572231433639762,0.23404501775449804,0.24707313931306268,0.11533286957153521,0.18344291697404097,,
0.20543227715844353,0.2572660619305435,0.23666657029502258,0.24713260541409876,0.11584412406355962,0.18595109188532896,,
0.2080539044104886,0.2572676116609388,0.239288485720075,0.24691076342916532,0.11680910517687396,0.18864155802735733,,
0.2106755316625336,0.25726916139133416,0.2419099528760048,0.2470364196680766,0.11803595159238761,0.19009644492246264,,
0.21329715891457862,0.25727071112172945,0.2445313346473399,0.24722826604486306,0.11921327819567404,0.1871232314761307,,
0.21591878616662363,0.25727226085212473,0.2471533461300614,0.24693196015482,0.119409169261045,0.18483072402379352,,
0.21854041341866864,0.25727381058252,0.24977484530521427,0.24703279509202808,0.11983206340351071,0.18252101523494746,,
0.22116204067071366,0.2572753603129153,0.2523961737111775,0.24726601030498654,0.12009091366385513,0.17981032544669995,,
0.22378366792275872,0.2572769100433106,0.25501821721312207,0.2469448831132403,0.12027964030100974,0.17627339881935297,,
0.22640529517480373,0.2572784597737059,0.257639748407498,0.24702089674874517,0.12053620677756455,0.1733336029517709,,
0.22902692242684874,0.25728000950410124,0.2602610341211639,0.24728720703064122,0.12146935534199865,0.1708572138909258,,
0.23164847496737334,0.2573394756051373,0.26288308829618284,0.24695780607166057,0.12195053143630327,0.1700731932673187,,
0.23427005952712093,0.2573741204044702,0.2655046408367074,0.24701727217269667,0.12342246223498843,0.17347688257104524,,
0.23689168677916594,0.2573756701348655,0.2681259052042246,0.24730012998906153,0.12416456617680585,0.1759187410972357,,
0.239513314031211,0.2573772198652608,0.2707479380330948,0.24698727656454966,0.12467238800482339,0.17815532407955043,,
0.24213494128325602,0.2573787695956561,0.27336955461206547,0.2469971000621794,0.12514617949764545,0.18037888530127086,,
0.24475656853530103,0.2573803193260514,0.27599079763343404,0.247296505413013,0.12582416977361416,0.18266757545233134,,
0.24737819578734604,0.25738186905644667,0.2786127770969325,0.24702502082467315,0.12633185742583988,0.18500817150844986,,
0.24999982303939106,0.257383418786842,0.2812344897335723,0.24696038041719326,0.12687371378204634,0.18725452584280242,,
0.25262145029143607,0.2573849685172373,0.2838556687164947,0.24730942837143333,0.12777060394223902,0.1899424236365494,,
0.25524307754348113,0.2573865182476326,0.28647763750691885,0.24704621755032785,0.12904304282591836,0.19146509049510785,,
0.25786470479552615,0.2573880679780279,0.2890994035089304,0.24694020830667596,0.13031570999479905,0.18767875279813337,,
0.26048633204757116,0.25738961770842317,0.2917207639341168,0.24714860221793122,0.13080960339726252,0.18458338940078037,,
0.26310795929961617,0.25739116743881846,0.29434251926305394,0.24705086674151372,0.13044504986743688,0.1900552408785586,,
0.2657295865516612,0.25739271716921375,0.29696428526506546,0.24694485749786188,0.13103460152463497,0.18172153548829284,,
0.2683512138037062,0.2573942668996091,0.2995856243441031,0.24716979894358593,0.13109439081652716,0.1793617724203156,,
0.27097284105575126,0.2573958166300044,0.30220734765381724,0.24709688476887162,0.1314634692851648,0.1765406338164105,,
0.27359446830779627,0.25739736636039967,0.3048291670212005,0.24694950668904775,0.13223367631368868,0.17286047661570492,,
0.2762160955598413,0.25739891609079496,0.3074504634079408,0.2472075432037094,0.13285224556865785,0.17153076557908378,,
0.2788377228118863,0.25740046582119025,0.31007218671765496,0.24713462902899513,0.1343973173152397,0.17468800861535205,,
0.2814593500639313,0.25740201555158554,0.31269412348885606,0.24689623950959286,0.13516857234549035,0.1772595396583309,,
0.2840809773159763,0.25740356528198083,0.31531548391404235,0.2471046334208481,0.13563361096439416,0.17966999434045045,,
0.2867026045680214,0.2574051150123762,0.3179370898199387,0.24712273068571222,0.13629440158105144,0.1820951915876941,,
0.2893242318200664,0.25740666474277146,0.320558941206545,0.24695053130418515,0.1369762095775962,0.18472355194869142,,
0.2919458590721114,0.25740821447316675,0.3231803763432518,0.24710100884479963,0.13753068894071566,0.18708205292562707,,
0.2945674863241564,0.25740976420356204,0.325801886191479,0.24719357001477327,0.13800463138130353,0.18918859943931815,,
0.2971891135762014,0.25741131393395733,0.3284238122896057,0.24696345426260544,0.13922136681230635,0.19173655747287505,,
0.29981074082824644,0.2574128636643526,0.3310452260801638,0.2471304793376887,0.1400935539047416,0.19304612192227588,,
0.3024323680802915,0.2574144133947479,0.33366666121687055,0.24728095687830318,0.1411359421504773,0.1899835507529995,,
0.3050539953323365,0.25741596312514325,0.33628867269959206,0.2469846509882601,0.14133180805788728,0.18771054575200052,,
0.3076756225843815,0.25741751285553854,0.33891015052859624,0.247102033459937,0.14181174834272392,0.18516756340405624,,
0.31029724983642654,0.25741906258593383,0.3415315216268569,0.24730215360395785,0.14192895462396712,0.18228704619799507,,
0.31291887708847155,0.2574206123163291,0.3441535437826528,0.2469975739466804,0.1421961740993251,0.17968687533225636,,
0.31554050434051656,0.2574221620467244,0.34677506430395433,0.24708186134941967,0.14229843282465118,0.17739647947144263,,
0.3181621315925616,0.2574237117771197,0.349396435402215,0.24728198149344055,0.14261900394922392,0.17522756134093304,,
0.32078375884460664,0.257425261507515,0.3520184255387878,0.2470022231378663,0.1433367386429062,0.17309971648453654,,
0.32340538609665165,0.25742681123791034,0.3546400207716099,0.24702859416996478,0.1435765886220152,0.17192137590791065,,
0.32602701334869666,0.2574283609683056,0.3572612317737553,0.24735282082250165,0.145435478846562,0.17534505908181286,,
0.32864864060074167,0.2574299106987009,0.35988326460262554,0.24703996739798978,0.14610077559709075,0.178176117134286,,
0.3312702678527867,0.2574314604290962,0.3625049025277449,0.24703324336115068,0.14678261294459,0.18078172463538872,,
0.33389189510483175,0.2574330101594915,0.365126102856816,0.2473657437809219,0.14745426714150145,0.1835832536709485,,
0.33651352235687676,0.2574345598898868,0.36774809299338884,0.24708598542534765,0.14817563859404487,0.18633425014658578,,
0.33913514960892177,0.25743610962028207,0.370369816303103,0.24701307125063338,0.14877144666342385,0.18891326176949041,,
0.3417567768609668,0.2574376593506774,0.37299097393987674,0.24737866673934222,0.14950961850912045,0.19147068814142204,,
0.3443784041130118,0.2574392090810727,0.37561297474952393,0.24709063461653358,0.15082532363202344,0.19311349707276104,,
0.3470000313650568,0.257440758811468,0.3782347087323124,0.24700944667458488,0.152252855990064,0.18957667004403256,,
0.3496216586171018,0.2574423085418633,0.3808559517536809,0.24730885202541852,0.15247807341099617,0.18654481976404683,,
0.3522432858691469,0.2574438582722586,0.3834778244864359,0.24712010510942267,0.15213023944272697,0.19225233592534635,,
0.3548649131211919,0.25744540800265386,0.38609959048844744,0.24701409586577078,0.15273614097922178,0.1844408729063219,,
0.3574865403732369,0.25744695773304915,0.3887208762021134,0.24728040614766683,0.15312693915415715,0.1817183429430467,,
0.3601081676252819,0.2574485074634445,0.39134261018490185,0.24719921820571814,0.15313441106856304,0.17922528209610636,,
0.3627297948773269,0.2574500571938398,0.3939644935907312,0.24700219752248787,0.15349099371775704,0.1766332900834766,,
0.36535142212937194,0.2574516069242351,0.3965857686313228,0.2472767815716183,0.1542990508424931,0.17377000788493263,,
0.367973049381417,0.25745315665463037,0.39920743857566515,0.247245236233076,0.15435275241607396,0.17173055445120655,,
0.370594676633462,0.25745470638502566,0.40182937534686625,0.24700684671367376,0.1563096718637622,0.1752761039061433,,
0.37321630388550703,0.25745625611542095,0.4044506824066809,0.247256609461101,0.157051757170053,0.17773240869258433,,
0.37583793113755204,0.25745780584581623,0.4070722776395029,0.24728298049319952,0.15755954545412257,0.17999499494334997,,
0.37845955838959705,0.2574593555762116,0.40969425710300134,0.24701149590485966,0.15798240884796932,0.18210801208460067,,
0.38108118564164206,0.25746090530660687,0.4123156175281877,0.24721988981611492,0.15866461308239926,0.1844292088370209,,
0.38370281289368713,0.25746245503700216,0.4149371167033405,0.247320724753323,0.15921901487513906,0.18684784237224944,,
0.38632444014573214,0.25746400476739745,0.41755912818606206,0.24702441886327994,0.15976094460873172,0.18903731455686554,,
0.38894606739777715,0.25746555449779274,0.4201805313035458,0.24719971770559762,0.1604726465523903,0.19158605751880442,,
0.39156769464982216,0.257467104228188,0.42280194509410385,0.24736674278068088,0.1619426571655942,0.19315754422276646,,
0.3941893219018672,0.2574686539585833,0.42542400994219715,0.24702906805446584,0.16302777921711437,0.1903475361322067,,
0.3968109491539122,0.25747020368897866,0.4280454557519783,0.2471712718278459,0.16337160468360357,0.18774741055079772,,
0.39943257640595725,0.25747175341937395,0.43066676281179284,0.24742103457527315,0.16360891343987372,0.18523985871834292,,
0.40205420365800226,0.25747330314976924,0.43328888102525787,0.24704199101288613,0.16392286592421654,0.18270309849321054,,
0.4046758309100473,0.25747485288016453,0.4359103695273363,0.2471510997173286,0.1641814869675833,0.18017009770604464,,
0.4072974581620923,0.2574764026105598,0.4385316872602253,0.24739258869752145,0.16430419352451398,0.17742465638772076,,
0.4099190854141373,0.2574779523409551,0.4411537414352441,0.2470631877385408,0.16515978223290484,0.1740057297456379,,
0.4125407126661823,0.2574795020713504,0.4437753153219175,0.2471061063051081,0.165503067946777,0.17182402039293995,,
0.4151623399182274,0.25748105180174574,0.4463965369971373,0.24742205919041055,0.16486953204195007,0.1702654185382445,,
0.4177839671702724,0.25748260153214103,0.4490185698260075,0.2471092057658987,0.16728603917041143,0.17531495204676967,,
0.4204055944223174,0.2574841512625363,0.4516402184242012,0.24709420796182519,0.16805706526321731,0.17806395539692635,,
0.4230272216743624,0.2574857009929316,0.4542614294263466,0.24741843461436203,0.1685220430837155,0.1805215410031133,,
0.4256488489264074,0.2574872507233269,0.4568834515821426,0.2471138549570846,0.16922238294678232,0.18308038963843798,,
0.4282704761784525,0.2574888004537222,0.45950513219955935,0.24707403585130788,0.16991138309188936,0.1856320084348478,,
0.43089210343049744,0.2574903501841175,0.46212638589400223,0.24736516743490713,0.17041927200780277,0.18781658488026057,,
0.4335137306825425,0.2574918999145128,0.46474830131905465,0.2471433254499737,0.17089321444839065,0.18992313139395164,,
0.43613535793458746,0.2574934496449081,0.46737002462876875,0.24707041127525936,0.17211008964584318,0.1923627424756295,,
0.43875698518663253,0.2574949993753034,0.46999127832321164,0.24736154285885864,0.17298228456519965,0.19366623949572512,,
0.4413786124386776,0.2574965491056987,0.4726130870175205,0.24722243854626913,0.17405850188244312,0.1907727096977488,,
0.44400023969072255,0.257498098836094,0.47523491705797816,0.2470667866992109,0.17409531971971323,0.1886248598500677,,
0.4466218669427676,0.25749964856648927,0.47785618142549535,0.24734964451557573,0.17442152622754156,0.186486282220479,,
0.4492434941948126,0.25750119829688456,0.4804779794467299,0.24721881397022066,0.1747817563617758,0.18436592700517476,,
0.45186512144685764,0.2575027480272799,0.483099820160262,0.24705488835592798,0.17481844337764885,0.1823194899044525,,
0.4544867486989027,0.2575042977576752,0.4857210952008534,0.24732947240505843,0.17494614518749513,0.18010061812665545,,
0.45710837595094767,0.2575058474880705,0.48834277581827024,0.2472896532992817,0.17529688909324903,0.17763593042808878,,
0.45973000320299273,0.25750739721846577,0.4909647019163971,0.24705953754711385,0.17540667004890295,0.17501291361799992,,
0.4623516304550377,0.25750894694886106,0.49358597695698847,0.24733412159624432,0.17639032421403028,0.17189250951102966,,
0.46497325770708275,0.25751049667925635,0.4962076362282566,0.2473108500249364,0.1762301907430534,0.17005977401094127,,
0.4675948849591277,0.25751204640965164,0.49831878686904185,0.2471338047423808,0.17824987688072497,0.17480266753191684,,
0.4702165122111728,0.257513596140047,,,0.17896115030044846,0.17768360224831686,,
0.47283813946321784,0.2575151458704423,,,0.1796723650182631,0.18061004268450606,,
0.4754597667152628,0.25751669560083756,,,0.18040087751143702,0.183323916464293,,
0.47808139396730787,0.25751824533123285,,,0.18090861547958464,0.18562550761773508,,
0.4807030212193528,0.25751979506162814,,,0.18138254114819852,0.18774505576565165,,
