sim,,theo,
X,Y,X,Y
0.2408004437883557,0.25896550193135903,,
0.24343021474528592,0.25896550193135903,,
0.24605998570221616,0.25896550193135903,,
0.24868975665914644,0.25896550193135903,,
0.2513195276160767,0.2590153903282705,,
0.2539492985730069,0.2590569639923634,,
0.25657906952993714,0.2589738166641776,,
0.25920884048686743,0.25896550193135903,,
0.26183861144379766,0.25902370506108907,,
0.2644683824007279,0.2590569639923634,,
0.26709815335765813,0.2589821313969962,,
0.2697279243145884,0.25896550193135903,,
0.27235769527151865,0.25903201979390766,,
0.2749874662284489,0.2590569639923634,,
0.2776172371853792,0.2589738166641776,,
0.2802470081423094,0.25896550193135903,,
0.28287677909923964,0.25903201979390766,,
0.28550655005616987,0.2590569639923634,,
0.28813632101310016,0.25896550193135903,,
0.2907660919700304,0.25896550193135903,,
0.2933958629269606,0.25903201979390766,,
0.29602563388389086,0.2590569639923634,,
0.29865540484082115,0.2590569639923634,,
0.3012851757977514,0.2590569639923634,,
0.3039149467546816,0.2590569639923634,,
0.30654471771161185,0.2590569639923634,,
0.30917448866854214,0.2590569639923634,,
0.31180425962547237,0.2590569639923634,,
0.3144340305824026,0.2590569639923634,,
0.31706380153933283,0.2590486492595448,,
0.3196935724962631,0.25896550193135903,,
0.32232334345319336,0.25896550193135903,,
0.3249531144101236,0.2590403345267262,,
0.3275828853670538,0.2590486492595448,,
0.3302126563239841,0.25896550193135903,,
0.33284242728091434,0.25896550193135903,,
0.3354721982378446,0.2590403345267262,,
0.3381019691947748,0.2590569639923634,,
0.3407317401517051,0.25896550193135903,,
0.34336151110863533,0.25896550193135903,,
0.34599128206556556,0.2590486492595448,,
0.34862105302249585,0.2590486492595448,,
0.3512508239794261,0.25896550193135903,,
0.3538805949363563,0.25896550193135903,,
0.35651036589328655,0.2590486492595448,,
0.35914013685021684,0.2590403345267262,,
0.3617699078071471,0.25896550193135903,,
0.3643996787640773,0.25896550193135903,,
0.36702944972100754,0.2590486492595448,,
0.3696592206779378,0.2590403345267262,,
0.37228899163486806,0.25896550193135903,,
0.3749187625917983,0.25896550193135903,,
0.3775485335487285,0.2590569639923634,,
0.3801783045056588,0.25903201979390766,,
0.38280807546258905,0.25896550193135903,,
0.3854378464195193,0.25896550193135903,,
0.3880676173764495,0.2590569639923634,,
0.3906973883333798,0.25903201979390766,,
0.39332715929031004,0.25896550193135903,,
0.39595693024724027,0.25896550193135903,,
0.3985867012041705,0.2590569639923634,,
0.4012164721611008,0.25903201979390766,,
0.403846243118031,0.25896550193135903,,
0.40647601407496126,0.2589738166641776,,
0.40910578503189154,0.2590569639923634,,
0.4117355559888218,0.25903201979390766,,
0.414365326945752,0.25896550193135903,,
0.41699509790268224,0.2589738166641776,,
0.41962486885961253,0.2590569639923634,,
0.42225463981654277,0.25902370506108907,,
0.42488441077347305,0.25896550193135903,,
0.42751418173040323,0.2589738166641776,,
0.4301439526873335,0.2590569639923634,,
0.4327737236442637,0.25902370506108907,,
0.435403494601194,0.25896550193135903,,
0.4380332655581243,0.2589738166641776,,
0.44066303651505445,0.2590569639923634,,
0.44329280747198474,0.25902370506108907,,
0.44592257842891503,0.25896550193135903,,
0.4485523493858452,0.25899044612981476,,
0.4511821203427755,0.2590569639923634,,
0.45381189129970567,0.25900707559545194,,
0.45644166225663596,0.25896550193135903,,
0.45907143321356625,0.2589821313969962,,
0.4617012041704964,0.2590569639923634,,
0.4643309751274267,0.2590153903282705,,
0.466960746084357,0.25896550193135903,,
0.4695905170412872,0.2589821313969962,,
0.47222028799821747,0.2590569639923634,,
0.47485005895514776,0.25900707559545194,,
0.47747982991207794,0.25896550193135903,,
0.4801096008690082,0.25899044612981476,,
0.4827393718259384,0.2590569639923634,,
0.4853691427828687,0.25900707559545194,,
0.487998913739799,0.25896550193135903,,
0.49062868469672916,0.25899044612981476,,
0.49325845565365944,0.2590569639923634,,
0.49588822661058973,0.25899876086263335,,
0.49827892748052627,0.25900615173624986,,
